customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn
5318-YKDPV,Male,43,DSL,Two year,Credit card (automatic),79,3567,0
7975-TZMLR,Male,47,Fiber optic,One year,Electronic check,103,4889,0
0295-QVKPB,Male,5,DSL,Month-to-month,Credit card (automatic),64,318,0
4335-BSMJS,Female,62,No,Two year,Credit card (automatic),26,1564,0
2311-QYMUQ,Female,16,Fiber optic,Month-to-month,Credit card (automatic),89,1430,1
3643-AHCFP,Male,7,Fiber optic,Month-to-month,Bank transfer (automatic),96,644,1
9146-JRIOX,Female,14,No,Month-to-month,Mailed check,26,372,0
3104-OWCGK,Male,60,Fiber optic,One year,Electronic check,91,5453,1
5337-IIWKZ,Male,34,DSL,Month-to-month,Electronic check,45,1443,0
9101-BWFSS,Female,50,Fiber optic,One year,Electronic check,109,5611,1
9650-VBUOG,Male,38,No,Two year,Credit card (automatic),25,964,0
3487-EARAT,Female,70,DSL,One year,Credit card (automatic),74,5222,0
2672-TGEFF,Female,37,Fiber optic,Month-to-month,Electronic check,89,3341,0
9231-ZJYAM,Female,4,Fiber optic,Month-to-month,Electronic check,79,293,1
4250-WAROZ,Male,60,Fiber optic,Month-to-month,Electronic check,93,5775,0
8184-WMOFI,Male,62,DSL,One year,Credit card (automatic),71,4487,0
6982-SSHFK,Male,1,DSL,Month-to-month,Mailed check,44,44,1
6092-QZVPP,Male,36,DSL,Month-to-month,Credit card (automatic),79,2855,0
4625-LAMOB,Male,44,No,Two year,Credit card (automatic),20,906,0
0727-BMPLR,Female,55,Fiber optic,One year,Electronic check,100,5509,1
0392-BZIUW,Female,72,Fiber optic,Two year,Credit card (automatic),105,7590,0
1038-ZAGBI,Female,12,No,One year,Bank transfer (automatic),20,230,1
6549-NNDYT,Female,13,DSL,Month-to-month,Bank transfer (automatic),31,394,0
3027-ZTDHO,Male,1,Fiber optic,Month-to-month,Electronic check,90,90,1
0422-OHQHQ,Female,15,No,One year,Mailed check,21,296,0
6916-HIJSE,Female,65,DSL,Two year,Bank transfer (automatic),85,5459,0
2316-ESMLS,Female,12,DSL,One year,Credit card (automatic),33,445,0
9778-OGKQZ,Male,72,DSL,Two year,Credit card (automatic),92,6782,0
7408-OFWXJ,Female,72,DSL,Two year,Credit card (automatic),90,6510,0
6007-TCTST,Female,72,Fiber optic,Two year,Bank transfer (automatic),116,8477,0
2252-NKNSI,Male,52,DSL,Two year,Mailed check,85,4462,0
8713-IGZSO,Male,2,No,Month-to-month,Mailed check,25,62,0
7905-TVXTA,Female,5,DSL,Month-to-month,Electronic check,64,353,0
7695-PKLCZ,Female,68,No,Two year,Credit card (automatic),21,1425,0
2382-BCKQJ,Female,62,Fiber optic,One year,Electronic check,100,6414,1
8374-UULRV,Male,72,DSL,Two year,Credit card (automatic),86,6310,0
2207-NHRJK,Male,1,DSL,Month-to-month,Electronic check,51,51,1
3224-DFQNQ,Female,66,Fiber optic,One year,Electronic check,89,5899,0
5275-PMFUT,Male,72,DSL,Two year,Credit card (automatic),65,4720,0
4795-UXVCJ,Male,26,No,One year,Credit card (automatic),20,457,0
9777-IQHWP,Male,64,Fiber optic,Two year,Bank transfer (automatic),93,5822,0
0947-MUGVO,Male,20,Fiber optic,Month-to-month,Electronic check,74,1464,1
9944-HKVVB,Female,3,Fiber optic,Month-to-month,Electronic check,95,307,1
4124-MMETB,Male,22,Fiber optic,Month-to-month,Credit card (automatic),95,2105,1
3671-SHRSP,Male,4,Fiber optic,Month-to-month,Mailed check,81,319,1
0979-MOZQI,Male,62,DSL,Two year,Bank transfer (automatic),39,2337,0
2732-ISEZX,Female,5,No,Month-to-month,Mailed check,21,104,0
3313-QKNKB,Male,59,Fiber optic,One year,Electronic check,86,5085,1
0323-XWWTN,Male,3,No,Two year,Mailed check,26,121,0
1937-OTUKY,Female,72,Fiber optic,Two year,Bank transfer (automatic),98,7016,0
1573-LGXBA,Male,57,Fiber optic,One year,Credit card (automatic),98,5598,0
1764-VUUMT,Male,66,No,Two year,Credit card (automatic),20,1269,0
5073-WXOYN,Female,60,DSL,Month-to-month,Electronic check,51,3027,1
4713-ZBURT,Male,45,Fiber optic,Two year,Bank transfer (automatic),100,4634,0
3050-GBUSH,Female,3,DSL,Month-to-month,Credit card (automatic),35,114,0
0207-MDKNV,Female,15,Fiber optic,Month-to-month,Electronic check,105,1583,1
7876-AEHIG,Female,51,DSL,One year,Bank transfer (automatic),60,3077,0
7945-HLKEA,Female,60,DSL,One year,Electronic check,65,4040,0
9342-VNIMQ,Male,33,DSL,Month-to-month,Bank transfer (automatic),55,1665,0
9851-KIELU,Male,10,Fiber optic,Month-to-month,Electronic check,110,1043,1
3523-BRGUW,Male,26,No,One year,Credit card (automatic),19,504,0
3908-BLSYF,Female,6,Fiber optic,Month-to-month,Electronic check,84,498,1
3199-NPKCN,Female,67,Fiber optic,One year,Electronic check,111,7512,0
5170-PTRKA,Female,49,DSL,One year,Credit card (automatic),36,1782,0
4661-NJEUX,Male,1,No,Month-to-month,Mailed check,20,20,0
2123-AGEEN,Female,7,Fiber optic,Month-to-month,Electronic check,84,610,0
1258-YMZNM,Female,27,Fiber optic,One year,Bank transfer (automatic),111,2858,0
0048-LUMLS,Male,37,Fiber optic,One year,Credit card (automatic),91,3248,0
7549-MYGPK,Female,63,Fiber optic,Month-to-month,Electronic check,101,6215,1
5898-IGSLP,Male,31,Fiber optic,Month-to-month,Electronic check,89,2823,0
3804-RVTGV,Male,50,Fiber optic,Month-to-month,Bank transfer (automatic),104,5018,1
6259-WJQLC,Male,32,Fiber optic,Month-to-month,Credit card (automatic),81,2619,0
9227-LUNBG,Female,1,DSL,Month-to-month,Electronic check,25,25,1
7997-EASSD,Female,63,Fiber optic,One year,Credit card (automatic),81,4965,0
0730-KOAVE,Male,30,Fiber optic,Month-to-month,Credit card (automatic),94,2680,0
8975-SKGRX,Male,71,Fiber optic,Two year,Bank transfer (automatic),116,8311,0
0678-RLHVP,Female,53,Fiber optic,Two year,Electronic check,106,5682,0
4315-MURBD,Female,12,Fiber optic,Month-to-month,Bank transfer (automatic),99,1121,1
2267-FPIMA,Male,50,Fiber optic,Month-to-month,Credit card (automatic),94,4915,0
1051-GEJLJ,Female,2,No,Month-to-month,Mailed check,20,28,0
9734-YWGEX,Female,9,Fiber optic,Month-to-month,Credit card (automatic),98,924,1
2719-BDAQO,Male,17,Fiber optic,Month-to-month,Electronic check,94,1626,1
5285-MVEHD,Female,56,Fiber optic,One year,Credit card (automatic),106,6069,0
0379-DJQHR,Male,67,DSL,Two year,Credit card (automatic),81,5399,0
0781-LKXBR,Male,9,Fiber optic,Month-to-month,Electronic check,101,919,1
5543-QDCRY,Male,4,DSL,Month-to-month,Electronic check,56,235,0
0297-RBCSG,Male,19,DSL,One year,Bank transfer (automatic),65,1232,0
4694-PHWFW,Female,8,No,Month-to-month,Mailed check,20,171,0
0835-JKADZ,Female,71,Fiber optic,Two year,Electronic check,111,7984,0
1907-UBQFC,Male,10,Fiber optic,Month-to-month,Electronic check,73,689,1
7508-SMHXL,Female,15,Fiber optic,Month-to-month,Credit card (automatic),89,1288,0
3865-YIOTT,Male,72,Fiber optic,One year,Bank transfer (automatic),106,7849,0
5993-BQHEA,Male,12,No,One year,Credit card (automatic),20,267,0
6024-RUGGH,Male,72,No,Two year,Bank transfer (automatic),25,1799,0
6513-EECDB,Male,1,Fiber optic,Month-to-month,Electronic check,74,74,1
3956-CJUST,Female,23,Fiber optic,Month-to-month,Bank transfer (automatic),75,1644,0
4079-WWQQQ,Male,72,DSL,Two year,Bank transfer (automatic),66,4807,0
6103-BOCOU,Female,26,Fiber optic,Month-to-month,Electronic check,81,2193,0
5149-TGWDZ,Female,21,Fiber optic,One year,Mailed check,105,2239,0
7471-WNSUF,Male,60,No,One year,Bank transfer (automatic),24,1506,0
8942-DBMHZ,Male,12,No,Month-to-month,Mailed check,20,255,0
4301-VVZKA,Male,16,Fiber optic,Month-to-month,Electronic check,75,1189,0
9199-PWQVC,Female,63,DSL,One year,Credit card (automatic),80,4786,0
4824-GUCBY,Female,22,Fiber optic,Month-to-month,Electronic check,82,1821,0
5393-HJZSM,Female,32,DSL,Month-to-month,Bank transfer (automatic),76,2404,0
7074-IEVOJ,Female,3,Fiber optic,Month-to-month,Electronic check,79,205,1
9625-QSTYE,Female,13,Fiber optic,Month-to-month,Electronic check,81,952,1
0862-PRCBS,Female,68,Fiber optic,Two year,Credit card (automatic),104,7039,0
8812-ZRHFP,Female,30,Fiber optic,One year,Electronic check,86,2538,0
5146-CBVOE,Female,16,Fiber optic,Month-to-month,Bank transfer (automatic),75,1213,0
0454-OKRCT,Male,33,Fiber optic,Two year,Bank transfer (automatic),81,2651,0
5787-KXGIY,Male,72,No,Two year,Credit card (automatic),19,1305,0
4750-ZRXIU,Female,4,Fiber optic,Month-to-month,Electronic check,85,360,1
4198-VFOEA,Female,12,DSL,One year,Mailed check,34,435,0
6630-UJZMY,Female,4,Fiber optic,Month-to-month,Electronic check,83,308,0
5709-LVOEQ,Female,0,DSL,Two year,Mailed check,81, ,0
6400-BWQKW,Female,6,Fiber optic,Month-to-month,Electronic check,79,435,1
2692-AQCPF,Female,65,Fiber optic,One year,Credit card (automatic),108,7119,0
0347-UBKUZ,Female,15,No,Month-to-month,Mailed check,20,320,0
0835-DUUIQ,Female,24,No,One year,Bank transfer (automatic),21,532,0
0811-GSDTP,Female,13,DSL,Month-to-month,Electronic check,30,382,0
7567-ECMCM,Male,24,Fiber optic,Month-to-month,Credit card (automatic),80,2001,0
6115-ZTBFQ,Female,72,DSL,Two year,Bank transfer (automatic),66,4920,0
6353-BRMMA,Female,54,Fiber optic,Month-to-month,Bank transfer (automatic),104,5646,0
6680-WKXRZ,Female,3,Fiber optic,Month-to-month,Bank transfer (automatic),74,216,1
6231-WFGFH,Male,4,No,Month-to-month,Mailed check,21,78,0
9904-EHEVJ,Female,32,Fiber optic,Month-to-month,Mailed check,91,2897,0
7028-DVOIQ,Male,35,Fiber optic,Month-to-month,Electronic check,99,3396,1
6169-PPETC,Male,35,No,Two year,Bank transfer (automatic),21,759,0
4208-UFFGW,Male,2,DSL,Month-to-month,Mailed check,45,85,1
8584-KMVXD,Female,8,Fiber optic,Month-to-month,Electronic check,76,536,0
8467-WYNSR,Male,22,DSL,Month-to-month,Mailed check,55,1253,0
0851-DFJKB,Female,15,DSL,Month-to-month,Electronic check,59,955,0
5382-SOYZL,Male,22,Fiber optic,Month-to-month,Electronic check,95,2163,0
9448-REEVD,Male,1,DSL,Month-to-month,Credit card (automatic),45,45,1
3261-CQXOL,Female,71,No,Two year,Bank transfer (automatic),25,1813,0
8388-FYNPZ,Male,4,DSL,Month-to-month,Electronic check,57,245,0
4002-BQWPQ,Male,25,DSL,Month-to-month,Bank transfer (automatic),82,2029,0
5651-YLPRD,Female,32,Fiber optic,Month-to-month,Electronic check,86,2724,0
2826-DXLQO,Male,7,DSL,Month-to-month,Bank transfer (automatic),30,220,0
4378-BZYFP,Male,17,No,One year,Mailed check,21,366,0
9489-UTFKA,Male,8,DSL,Month-to-month,Bank transfer (automatic),61,552,0
4849-PYRLQ,Female,56,DSL,Two year,Bank transfer (automatic),73,4054,0
9117-SHLZX,Male,1,DSL,Month-to-month,Mailed check,46,46,1
9889-TMAHG,Male,8,Fiber optic,Month-to-month,Credit card (automatic),100,832,1
4541-RMRLG,Male,7,No,Month-to-month,Electronic check,19,112,1
7764-BDPEE,Male,3,No,Month-to-month,Mailed check,21,61,0
3429-IFLEM,Female,71,DSL,Two year,Credit card (automatic),77,5550,0
3158-MOERK,Female,2,Fiber optic,Month-to-month,Electronic check,96,175,1
7294-TMAOP,Female,1,Fiber optic,Month-to-month,Electronic check,91,91,1
5002-GCQFH,Male,49,Fiber optic,Month-to-month,Bank transfer (automatic),94,4733,0
0556-FJEGU,Male,58,DSL,Two year,Bank transfer (automatic),70,4049,0
8919-FYFQZ,Male,44,DSL,Month-to-month,Electronic check,30,1360,1
0604-THJFP,Female,59,DSL,Two year,Credit card (automatic),76,4542,0
2834-JRTUA,Male,71,Fiber optic,Two year,Electronic check,108,7532,1
5875-YPQFJ,Male,1,Fiber optic,Month-to-month,Electronic check,70,70,1
5879-SESNB,Female,11,Fiber optic,Month-to-month,Electronic check,75,889,0
6646-QVXLR,Male,62,Fiber optic,One year,Electronic check,104,6383,1
6461-PPAXN,Female,35,DSL,One year,Bank transfer (automatic),55,1916,0
3318-ISQFQ,Female,20,No,Month-to-month,Bank transfer (automatic),20,413,0
1106-HRLKZ,Male,40,No,Two year,Mailed check,20,809,0
2483-XSSMZ,Female,39,DSL,One year,Electronic check,48,1886,0
8603-IJWDN,Male,1,Fiber optic,Month-to-month,Electronic check,87,87,1
8165-ZJRNM,Female,72,No,Two year,Bank transfer (automatic),24,1679,0
9369-XFEHK,Female,33,Fiber optic,Month-to-month,Bank transfer (automatic),81,2657,1
2604-XVDAM,Female,12,DSL,Month-to-month,Bank transfer (automatic),44,541,0
3717-OFRTN,Male,1,No,Month-to-month,Bank transfer (automatic),20,20,0
9046-JBFWA,Male,27,No,Month-to-month,Mailed check,19,537,0
3280-NMUVX,Male,34,No,One year,Credit card (automatic),20,679,0
1206-EHBDD,Female,56,Fiber optic,Two year,Bank transfer (automatic),80,4514,0
8361-LBRDI,Female,58,No,Two year,Credit card (automatic),24,1424,0
4883-KCPZJ,Female,22,No,Two year,Credit card (automatic),25,555,0
9108-EQPNQ,Female,10,No,Two year,Credit card (automatic),26,226,0
7277-KAMWT,Male,13,No,Two year,Credit card (automatic),20,268,0
3842-IYKUE,Female,35,Fiber optic,Month-to-month,Credit card (automatic),85,2918,1
6641-XRPSU,Female,34,Fiber optic,Month-to-month,Credit card (automatic),70,2416,1
1374-DMZUI,Female,4,Fiber optic,Month-to-month,Electronic check,94,424,1
2545-LXYVJ,Male,72,No,Two year,Bank transfer (automatic),21,1492,0
3234-VKACU,Male,2,DSL,Month-to-month,Electronic check,70,132,0
8357-EQXFO,Female,7,Fiber optic,Month-to-month,Electronic check,95,661,1
1989-PRJHP,Male,27,Fiber optic,Month-to-month,Electronic check,76,1894,1
8120-JDCAM,Male,4,Fiber optic,Month-to-month,Mailed check,70,285,0
8917-FAEMR,Female,37,No,Two year,Mailed check,20,784,0
7047-YXDMZ,Male,21,No,Month-to-month,Mailed check,20,418,0
2858-EIMXH,Female,53,Fiber optic,One year,Credit card (automatic),96,5016,0
9524-EGPJC,Female,18,Fiber optic,Month-to-month,Electronic check,90,1613,1
6993-OHLXR,Female,2,Fiber optic,Month-to-month,Electronic check,69,120,1
8818-XYFCQ,Male,32,Fiber optic,Month-to-month,Credit card (automatic),100,3205,1
6419-ZTTLE,Male,23,No,One year,Electronic check,21,485,0
0929-HYQEW,Male,3,DSL,Month-to-month,Mailed check,50,161,0
6614-YOLAC,Female,71,DSL,Two year,Mailed check,59,4145,0
7426-RHZGU,Male,9,Fiber optic,Month-to-month,Bank transfer (automatic),96,827,0
4065-JJAVA,Female,1,DSL,Month-to-month,Electronic check,50,50,0
4695-VADHF,Male,18,DSL,Month-to-month,Electronic check,57,991,1
3863-IUBJR,Male,12,DSL,One year,Credit card (automatic),54,696,1
7649-SIJJF,Male,71,DSL,Two year,Mailed check,80,5585,0
9361-YNQWJ,Female,64,No,One year,Bank transfer (automatic),24,1601,0
3748-FVMZZ,Male,4,DSL,Month-to-month,Electronic check,40,162,0
9391-TTOYH,Female,23,No,Month-to-month,Mailed check,20,470,0
1452-XRSJV,Female,39,DSL,Month-to-month,Credit card (automatic),51,2066,0
3422-WJOYD,Male,28,DSL,One year,Mailed check,54,1426,0
8242-SOQUO,Female,5,Fiber optic,Month-to-month,Electronic check,85,393,0
7460-ITWWP,Female,45,Fiber optic,Month-to-month,Electronic check,86,3861,0
7147-AYBAA,Male,37,Fiber optic,Month-to-month,Mailed check,70,2553,0
7868-TMWMZ,Female,60,Fiber optic,Two year,Bank transfer (automatic),110,6668,0
4822-RVYBB,Male,8,Fiber optic,Month-to-month,Electronic check,101,819,1
6732-FZUGP,Female,47,Fiber optic,One year,Credit card (automatic),95,4615,0
8436-BJUMM,Male,26,Fiber optic,Month-to-month,Electronic check,84,2071,1
4184-TJFAN,Female,3,Fiber optic,Month-to-month,Mailed check,88,274,1
8329-GWVPJ,Female,50,Fiber optic,Month-to-month,Bank transfer (automatic),70,3558,0
1352-VHKAJ,Male,27,DSL,Month-to-month,Bank transfer (automatic),72,1957,0
4145-UQXUQ,Female,8,Fiber optic,Month-to-month,Electronic check,92,730,1
2632-TACXW,Female,62,No,Two year,Bank transfer (automatic),24,1417,0
8146-QQKZH,Female,71,DSL,Two year,Bank transfer (automatic),82,5924,0
1767-CJKBA,Male,66,No,Two year,Mailed check,25,1698,0
6445-TNRXS,Male,68,Fiber optic,Two year,Bank transfer (automatic),115,7850,0
4581-LNWUM,Female,13,DSL,Month-to-month,Electronic check,49,649,0
4869-EPIUS,Male,56,Fiber optic,One year,Electronic check,81,4558,0
9948-YPTDG,Male,38,Fiber optic,Month-to-month,Electronic check,79,3013,1
1236-WFCDV,Male,14,Fiber optic,Month-to-month,Credit card (automatic),90,1266,1
1915-OAKWD,Female,16,No,One year,Bank transfer (automatic),19,360,0
7296-PIXQY,Female,14,Fiber optic,Month-to-month,Electronic check,70,1047,0
4883-QICIH,Male,32,Fiber optic,Month-to-month,Bank transfer (automatic),70,2348,1
3354-OADJP,Female,8,DSL,One year,Bank transfer (automatic),54,448,0
3524-WQDSG,Female,43,Fiber optic,Month-to-month,Bank transfer (automatic),99,4210,0
0810-DHDBD,Female,52,DSL,One year,Credit card (automatic),74,3878,0
4026-SKKHW,Male,3,DSL,Month-to-month,Mailed check,50,152,0
2829-HYVZP,Male,29,No,One year,Mailed check,20,572,0
8329-IBCTI,Female,1,No,Month-to-month,Mailed check,20,20,1
1271-SJBGZ,Male,12,DSL,Month-to-month,Electronic check,44,527,1
3845-JHAMY,Female,16,DSL,Month-to-month,Credit card (automatic),36,553,0
7013-PSXHK,Female,40,DSL,One year,Mailed check,81,3209,0
5669-SRAIP,Female,5,DSL,Month-to-month,Electronic check,40,211,1
5981-ITEMU,Male,40,Fiber optic,Month-to-month,Bank transfer (automatic),97,3707,1
3486-NPGST,Female,36,No,One year,Mailed check,20,621,0
6941-PMGEP,Female,5,Fiber optic,Month-to-month,Electronic check,80,413,1
1624-WOIWJ,Female,10,Fiber optic,Month-to-month,Mailed check,85,832,1
2074-GKOWZ,Male,2,Fiber optic,Month-to-month,Bank transfer (automatic),90,186,1
0376-YMCJC,Male,23,Fiber optic,Month-to-month,Electronic check,91,1943,1
6100-FJZDG,Male,26,No,One year,Bank transfer (automatic),20,506,0
4829-ZLJTK,Female,72,Fiber optic,Two year,Electronic check,112,8047,0
1730-VFMWO,Female,34,DSL,Month-to-month,Bank transfer (automatic),50,1815,0
7143-BQIBA,Male,10,DSL,Month-to-month,Bank transfer (automatic),62,613,0
3800-LYTRK,Female,14,DSL,One year,Mailed check,56,795,0
0634-SZPQA,Female,23,Fiber optic,Month-to-month,Bank transfer (automatic),90,2170,1
9646-NMHXE,Male,47,No,Two year,Mailed check,20,973,0
7030-NJVDP,Male,24,Fiber optic,Month-to-month,Electronic check,89,2210,0
5536-RTPWK,Male,49,Fiber optic,Month-to-month,Bank transfer (automatic),99,4854,1
8883-GRDWQ,Male,20,DSL,One year,Mailed check,54,1056,0
6166-ILMNY,Female,2,Fiber optic,Month-to-month,Bank transfer (automatic),70,145,1
3097-NNSPB,Female,2,DSL,Month-to-month,Credit card (automatic),49,91,1
7771-ZONAT,Male,22,DSL,Two year,Bank transfer (automatic),57,1305,0
0655-RBDUG,Male,7,Fiber optic,Month-to-month,Bank transfer (automatic),98,713,1
2111-DWYHN,Male,1,No,Month-to-month,Mailed check,21,21,0
4194-WHFCB,Female,59,Fiber optic,Month-to-month,Bank transfer (automatic),97,5581,0
4121-AGSIN,Female,58,No,One year,Credit card (automatic),25,1498,0
4361-BKAXE,Female,41,Fiber optic,Month-to-month,Bank transfer (automatic),115,4527,1
9845-PEEKO,Female,59,Fiber optic,Two year,Credit card (automatic),79,4590,0
0455-XFASS,Female,3,Fiber optic,Month-to-month,Electronic check,70,200,0
0301-KOBTQ,Male,32,No,Two year,Bank transfer (automatic),20,614,0
1751-NCDLI,Male,46,Fiber optic,Month-to-month,Electronic check,99,4565,0
4367-NUYAO,Male,0,No,Two year,Mailed check,26, ,0
9878-TNQGW,Male,2,Fiber optic,Month-to-month,Electronic check,81,171,1
9170-ARBTB,Female,52,No,One year,Credit card (automatic),20,1012,0
4441-NIHPT,Female,13,Fiber optic,Month-to-month,Electronic check,74,940,1
8999-BOHSE,Female,11,Fiber optic,Month-to-month,Bank transfer (automatic),90,1048,1
7241-AJHFS,Male,32,Fiber optic,Month-to-month,Bank transfer (automatic),88,2766,0
7029-RPUAV,Male,17,Fiber optic,Month-to-month,Credit card (automatic),100,1622,1
4546-FOKWR,Female,16,Fiber optic,Month-to-month,Credit card (automatic),75,1129,0
9036-CSKBW,Female,51,Fiber optic,One year,Bank transfer (automatic),107,5681,0
5832-TRLPB,Male,29,DSL,One year,Bank transfer (automatic),75,2244,0
8590-YFFQO,Male,70,DSL,Two year,Credit card (automatic),65,4523,0
8659-IOOPU,Female,71,Fiber optic,Two year,Electronic check,100,7160,0
1338-CECEE,Male,41,DSL,One year,Bank transfer (automatic),69,2840,0
7439-DKZTW,Male,1,Fiber optic,Month-to-month,Electronic check,81,81,0
4646-QZXTF,Female,7,DSL,Month-to-month,Bank transfer (automatic),81,580,0
4607-CHPCA,Male,25,Fiber optic,One year,Electronic check,90,2179,1
9742-XOKTS,Male,67,Fiber optic,One year,Electronic check,90,6039,0
6921-OZMFH,Male,5,DSL,Month-to-month,Mailed check,56,259,0
9578-FOMUK,Male,15,No,Month-to-month,Electronic check,25,324,0
4712-UYOOI,Female,20,No,Month-to-month,Electronic check,20,418,0
8824-RWFXJ,Male,3,DSL,Month-to-month,Mailed check,56,168,1
7722-CVFXN,Male,54,Fiber optic,One year,Electronic check,105,5638,0
8717-VCTXJ,Male,42,No,One year,Mailed check,20,839,0
7363-QTBIW,Female,9,Fiber optic,Month-to-month,Electronic check,80,769,0
4159-NAAIX,Female,63,Fiber optic,Two year,Bank transfer (automatic),97,6253,0
0971-QIFJK,Female,69,No,Two year,Bank transfer (automatic),24,1642,0
9397-TZSHA,Female,69,No,Two year,Credit card (automatic),25,1678,0
3391-JSQEW,Male,40,DSL,Month-to-month,Mailed check,50,2059,0
0343-QLUZP,Male,60,DSL,Two year,Bank transfer (automatic),40,2425,0
9763-PDTKK,Female,4,Fiber optic,Month-to-month,Bank transfer (automatic),94,387,1
2176-LVPNX,Female,71,DSL,Two year,Mailed check,90,6293,0
7627-JKIAZ,Female,37,Fiber optic,Month-to-month,Credit card (automatic),79,2840,1
3312-UUMZW,Male,32,Fiber optic,Month-to-month,Credit card (automatic),99,3146,0
1271-UODNO,Male,39,DSL,Two year,Credit card (automatic),54,2201,0
8461-EFQYM,Female,38,No,One year,Electronic check,24,914,0
6900-RBKER,Male,52,Fiber optic,Two year,Credit card (automatic),89,4578,0
6891-JPYFF,Female,48,Fiber optic,Month-to-month,Credit card (automatic),105,4998,0
1459-QNFQT,Male,70,DSL,Two year,Bank transfer (automatic),60,4145,0
1047-NNCBF,Male,20,Fiber optic,Month-to-month,Credit card (automatic),71,1494,0
3696-XRIEN,Female,50,DSL,One year,Credit card (automatic),83,4179,0
4081-DYXAV,Female,19,DSL,One year,Credit card (automatic),45,894,1
0074-HDKDG,Male,25,DSL,One year,Bank transfer (automatic),62,1611,0
8791-GFXLZ,Male,12,DSL,Month-to-month,Bank transfer (automatic),49,593,0
8111-SLLHI,Male,39,Fiber optic,Month-to-month,Electronic check,106,4285,1
0927-LCSMG,Male,7,Fiber optic,Month-to-month,Mailed check,75,545,1
9330-DHBFL,Female,23,DSL,One year,Mailed check,66,1534,0
0098-BOWSO,Male,27,No,Month-to-month,Electronic check,19,530,0
3452-ABWRL,Male,47,Fiber optic,Month-to-month,Credit card (automatic),86,3866,0
5859-HZYLF,Male,26,No,Two year,Credit card (automatic),19,516,0
8257-RZAHR,Female,14,DSL,Month-to-month,Bank transfer (automatic),65,941,1
5293-WXJAK,Female,11,Fiber optic,Month-to-month,Bank transfer (automatic),104,1134,1
3156-QLHBO,Male,2,No,Month-to-month,Mailed check,19,48,0
2208-NQBCT,Female,26,Fiber optic,Month-to-month,Electronic check,82,2070,0
1779-PWPMG,Female,72,Fiber optic,Two year,Bank transfer (automatic),115,8334,0
6621-NRZAK,Female,63,No,Two year,Credit card (automatic),20,1209,0
0831-JNISG,Male,71,No,Two year,Mailed check,20,1396,0
0774-IFUVM,Male,11,DSL,Month-to-month,Bank transfer (automatic),65,723,0
3082-WQRVY,Male,14,No,One year,Mailed check,20,229,0
9553-DLCLU,Female,13,DSL,Two year,Credit card (automatic),89,1162,0
1641-BYBTK,Male,6,No,Month-to-month,Mailed check,20,98,0
2460-NGXBJ,Male,11,Fiber optic,Month-to-month,Credit card (automatic),75,775,0
2446-ZKVAF,Male,18,DSL,Month-to-month,Credit card (automatic),57,1075,0
0841-NULXI,Male,1,DSL,Month-to-month,Electronic check,36,36,1
3522-CDKHF,Female,32,Fiber optic,Month-to-month,Bank transfer (automatic),76,2325,0
1430-SFQSA,Male,29,DSL,One year,Mailed check,36,1073,0
0411-EZJZE,Female,3,DSL,Month-to-month,Electronic check,60,171,0
7851-WZEKY,Female,2,Fiber optic,Month-to-month,Electronic check,95,197,1
8844-TONUD,Male,13,Fiber optic,Month-to-month,Mailed check,97,1163,1
8807-ARQET,Female,41,DSL,Month-to-month,Electronic check,40,1678,0
8992-CEUEN,Female,1,No,Month-to-month,Electronic check,19,19,0
4320-QMLLA,Male,7,DSL,Month-to-month,Mailed check,55,370,0
8777-PVYGU,Female,52,DSL,One year,Mailed check,64,3411,0
8292-ITGYJ,Female,45,No,Two year,Bank transfer (automatic),25,1139,0
6870-ZWMNX,Male,70,DSL,Two year,Credit card (automatic),76,5264,0
0621-CXBKL,Female,53,No,Two year,Mailed check,19,1006,0
5268-DSMNQ,Female,62,Fiber optic,One year,Credit card (automatic),98,5937,0
5334-JLAXU,Female,60,Fiber optic,Month-to-month,Credit card (automatic),94,5476,0
4086-YQSNZ,Female,3,Fiber optic,Month-to-month,Electronic check,80,224,1
6242-MBHPK,Female,23,Fiber optic,Month-to-month,Electronic check,95,2326,0
5868-CZJDR,Male,1,DSL,Month-to-month,Mailed check,31,31,1
9359-UGBTK,Female,67,DSL,One year,Bank transfer (automatic),72,4992,0
0135-NMXAP,Female,12,Fiber optic,Month-to-month,Bank transfer (automatic),90,1052,1
4782-OSFXZ,Female,71,DSL,Two year,Bank transfer (automatic),83,5831,0
6479-OAUSD,Male,25,No,One year,Credit card (automatic),20,511,0
7129-ACFOG,Female,5,DSL,Month-to-month,Electronic check,54,284,0
4189-NAKJS,Male,26,DSL,One year,Credit card (automatic),52,1295,0
5562-BETPV,Male,1,No,One year,Mailed check,20,20,0
1282-IHQAC,Male,70,DSL,One year,Credit card (automatic),44,3012,0
9127-FHJBZ,Male,72,Fiber optic,Two year,Electronic check,114,8093,0
6270-OMFIW,Male,60,Fiber optic,One year,Electronic check,94,5610,1
1641-RQDAY,Female,32,Fiber optic,Month-to-month,Electronic check,100,3218,0
0107-WESLM,Male,1,No,Month-to-month,Electronic check,20,20,1
6994-ORCWG,Female,14,DSL,One year,Mailed check,54,773,0
1346-UFHAX,Female,13,Fiber optic,Month-to-month,Credit card (automatic),80,1029,0
3992-YWPKO,Female,6,Fiber optic,Month-to-month,Credit card (automatic),110,669,1
2933-XEUJM,Female,46,DSL,Two year,Mailed check,79,3594,0
