customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn,tenure_group,charge_group
4672-FOTSD,1,12,DSL,Month-to-month,Electronic check,67,832,0,0-1 Year,Medium
0637-YLETY,2,16,Fiber optic,Month-to-month,Credit card (automatic),96,1556,1,1-2 Years,Medium
9818-XQCUV,2,2,No,Month-to-month,Mailed check,20,45,0,0-1 Year,Low
7338-ERIVA,1,39,DSL,One year,Bank transfer (automatic),45,1791,0,2-4 Years,Low
1157-BQCUW,1,1,Fiber optic,Month-to-month,Electronic check,75,75,1,0-1 Year,Medium
8259-NFJTV,2,7,DSL,Month-to-month,Mailed check,35,247,0,0-1 Year,Low
3223-DWFIO,1,4,Fiber optic,Month-to-month,Electronic check,69,262,0,0-1 Year,Medium
2660-EMUBI,1,10,Fiber optic,Month-to-month,Electronic check,95,898,1,0-1 Year,Medium
6968-GMKPR,2,55,Fiber optic,Month-to-month,Electronic check,82,4510,0,4-6 Years,Medium
4751-ERMAN,1,72,DSL,Two year,Bank transfer (automatic),75,5480,0,4-6 Years,Medium
1436-ZMJAN,2,10,DSL,Month-to-month,Credit card (automatic),68,653,0,0-1 Year,Medium
3292-PBZEJ,1,11,Fiber optic,Month-to-month,Electronic check,111,1183,0,0-1 Year,High
0799-DDIHE,2,15,DSL,Month-to-month,Electronic check,46,639,0,1-2 Years,Low
3070-FNFZQ,2,23,No,Two year,Bank transfer (automatic),20,479,0,1-2 Years,Low
2812-SFXMJ,1,1,No,Month-to-month,Mailed check,20,20,0,0-1 Year,Low
7675-OZCZG,2,3,DSL,Month-to-month,Electronic check,45,127,1,0-1 Year,Low
5014-WUQMG,1,47,Fiber optic,One year,Electronic check,96,4391,0,2-4 Years,Medium
5312-TSZVC,2,15,No,One year,Mailed check,20,271,0,1-2 Years,Low
2003-CKLOR,1,66,Fiber optic,Month-to-month,Electronic check,100,6711,1,4-6 Years,Medium
0993-OSGPT,2,68,DSL,One year,Bank transfer (automatic),61,3976,0,4-6 Years,Medium
9254-RBFON,2,17,Fiber optic,One year,Bank transfer (automatic),99,1705,1,1-2 Years,Medium
1205-WNWPJ,2,7,DSL,Month-to-month,Mailed check,60,416,1,0-1 Year,Medium
9391-EOYLI,1,12,Fiber optic,Month-to-month,Electronic check,80,950,1,0-1 Year,Medium
7108-DGVUU,2,21,DSL,One year,Bank transfer (automatic),72,1497,0,1-2 Years,Medium
2782-JEEBU,1,21,DSL,Month-to-month,Mailed check,36,780,0,1-2 Years,Low
5127-BZENZ,2,56,DSL,One year,Bank transfer (automatic),65,3512,0,4-6 Years,Medium
2720-FVBQP,2,6,DSL,Month-to-month,Credit card (automatic),49,273,0,0-1 Year,Low
9906-NHHVC,2,65,DSL,Two year,Bank transfer (automatic),54,3518,0,4-6 Years,Medium
4522-XRWWI,1,42,DSL,One year,Credit card (automatic),80,3376,0,2-4 Years,Medium
3766-EJLFL,2,68,Fiber optic,Two year,Bank transfer (automatic),109,7509,0,4-6 Years,High
5939-SXWHM,1,48,No,Two year,Bank transfer (automatic),26,1245,0,2-4 Years,Low
8152-UOBNY,2,50,Fiber optic,One year,Electronic check,107,5348,0,4-6 Years,High
7351-KYHQH,2,7,DSL,Month-to-month,Electronic check,65,494,0,0-1 Year,Medium
7643-RCHXS,2,63,No,Two year,Electronic check,19,1264,0,4-6 Years,Low
8246-SHFGA,1,17,No,Month-to-month,Credit card (automatic),21,386,0,1-2 Years,Low
8387-MOJJT,2,42,Fiber optic,Month-to-month,Credit card (automatic),78,3384,1,2-4 Years,Medium
0620-XEFWH,1,4,No,Month-to-month,Mailed check,19,84,0,0-1 Year,Low
6485-QXWWE,2,62,No,Two year,Bank transfer (automatic),26,1639,0,4-6 Years,Low
2761-OCIAX,1,2,Fiber optic,Month-to-month,Electronic check,75,165,1,0-1 Year,Medium
7321-VGNKU,2,2,Fiber optic,Month-to-month,Electronic check,70,120,0,0-1 Year,Medium
5327-CNLUQ,1,48,Fiber optic,Two year,Bank transfer (automatic),97,4473,0,2-4 Years,Medium
7552-KEYGT,1,27,No,Two year,Bank transfer (automatic),20,521,0,2-4 Years,Low
5816-JMLGY,2,70,DSL,Two year,Bank transfer (automatic),80,5718,0,4-6 Years,Medium
3068-OMWZA,1,1,Fiber optic,Month-to-month,Electronic check,89,89,1,0-1 Year,Medium
2927-QRRQV,1,46,Fiber optic,One year,Electronic check,95,4313,0,2-4 Years,Medium
6032-KRXXO,1,30,Fiber optic,Month-to-month,Electronic check,90,2755,1,2-4 Years,Medium
7459-RRWQZ,2,15,DSL,Month-to-month,Bank transfer (automatic),65,995,1,1-2 Years,Medium
6265-SXWBU,1,69,Fiber optic,One year,Credit card (automatic),96,6511,0,4-6 Years,Medium
7941-RCJOW,1,65,No,Two year,Credit card (automatic),20,1219,0,4-6 Years,Low
6374-NTQLP,1,72,Fiber optic,Two year,Credit card (automatic),104,7448,0,4-6 Years,High
4154-AQUGT,1,13,Fiber optic,Month-to-month,Bank transfer (automatic),89,1169,1,1-2 Years,Medium
2387-KDZQY,1,17,No,One year,Mailed check,20,280,0,1-2 Years,Low
3584-WKTTW,1,51,Fiber optic,One year,Electronic check,112,5720,0,4-6 Years,High
3399-BMLVW,1,51,DSL,Two year,Credit card (automatic),61,3121,0,4-6 Years,Medium
1971-DTCZB,2,72,DSL,Two year,Bank transfer (automatic),91,6469,0,4-6 Years,Medium
3092-IGHWF,1,67,Fiber optic,One year,Electronic check,87,5919,1,4-6 Years,Medium
3374-PZLXD,1,34,No,Month-to-month,Mailed check,20,676,0,2-4 Years,Low
3813-DHBBB,1,67,DSL,Two year,Bank transfer (automatic),51,3522,0,4-6 Years,Medium
2812-REYAT,2,49,No,One year,Bank transfer (automatic),20,923,0,4-6 Years,Low
6518-PPLMZ,1,53,No,Two year,Mailed check,19,1110,0,4-6 Years,Low
4939-KYYPY,1,27,DSL,Month-to-month,Electronic check,59,1612,0,2-4 Years,Medium
8017-LXHFA,2,23,Fiber optic,Month-to-month,Electronic check,95,2294,1,1-2 Years,Medium
5930-GBIWP,1,69,DSL,Two year,Credit card (automatic),82,5553,0,4-6 Years,Medium
6022-KOUQO,2,2,DSL,Month-to-month,Bank transfer (automatic),29,45,0,0-1 Year,Low
6352-TWCAU,2,35,Fiber optic,Month-to-month,Electronic check,86,3029,1,2-4 Years,Medium
2361-UPSND,2,46,DSL,One year,Mailed check,71,3231,0,2-4 Years,Medium
6035-RIIOM,2,54,Fiber optic,Two year,Bank transfer (automatic),97,5129,0,4-6 Years,Medium
2929-QNSRW,2,56,Fiber optic,One year,Electronic check,98,5508,1,4-6 Years,Medium
1262-OPMFY,2,9,Fiber optic,Month-to-month,Bank transfer (automatic),76,656,1,0-1 Year,Medium
9504-DSHWM,1,20,DSL,Month-to-month,Bank transfer (automatic),59,1191,0,1-2 Years,Medium
5035-BVCXS,1,11,Fiber optic,Month-to-month,Mailed check,76,866,0,0-1 Year,Medium
6267-DCFFZ,2,30,Fiber optic,Month-to-month,Electronic check,90,2627,0,2-4 Years,Medium
3533-UVMOM,1,68,DSL,Two year,Bank transfer (automatic),71,4741,0,4-6 Years,Medium
2439-LYPMQ,1,38,Fiber optic,Month-to-month,Electronic check,103,4009,0,2-4 Years,High
4248-QPAVC,2,17,Fiber optic,Month-to-month,Bank transfer (automatic),85,1463,1,1-2 Years,Medium
1899-VXWXM,1,48,Fiber optic,One year,Credit card (automatic),106,5083,1,2-4 Years,High
1478-VPOAD,2,1,DSL,Month-to-month,Electronic check,44,44,0,0-1 Year,Low
9995-HOTOH,1,63,DSL,Two year,Electronic check,59,3708,0,4-6 Years,Medium
2988-PLAHS,2,3,DSL,One year,Electronic check,70,220,0,0-1 Year,Medium
1371-OJCEK,2,48,No,One year,Bank transfer (automatic),24,1134,0,2-4 Years,Low
4999-IEZLT,1,66,DSL,One year,Credit card (automatic),29,1983,0,4-6 Years,Low
8883-ANODQ,2,68,Fiber optic,Two year,Credit card (automatic),84,5747,0,4-6 Years,Medium
4690-LLKUA,1,17,DSL,Month-to-month,Electronic check,45,771,1,1-2 Years,Low
2351-RRBUE,2,7,No,One year,Mailed check,21,134,0,0-1 Year,Low
5980-BDHPY,1,72,DSL,Two year,Bank transfer (automatic),87,6230,0,4-6 Years,Medium
1498-DQNRX,2,29,No,Month-to-month,Mailed check,20,573,0,2-4 Years,Low
9469-WEJBT,1,37,Fiber optic,Month-to-month,Electronic check,90,3419,0,2-4 Years,Medium
3331-HQDTW,2,34,Fiber optic,Month-to-month,Mailed check,110,3587,1,2-4 Years,High
9490-DFPMD,2,42,Fiber optic,Month-to-month,Electronic check,85,3541,1,2-4 Years,Medium
2581-VKIRT,2,59,DSL,One year,Mailed check,66,3801,0,4-6 Years,Medium
5442-XSDCW,1,11,Fiber optic,Month-to-month,Bank transfer (automatic),80,869,1,0-1 Year,Medium
7426-WEIJX,1,60,Fiber optic,Month-to-month,Electronic check,81,4859,0,4-6 Years,Medium
2851-MMUTZ,2,27,DSL,Month-to-month,Mailed check,56,1439,0,2-4 Years,Medium
3049-NDXFL,2,1,Fiber optic,Month-to-month,Mailed check,86,86,1,0-1 Year,Medium
8580-AECUZ,1,1,Fiber optic,Month-to-month,Electronic check,79,79,1,0-1 Year,Medium
3307-TLCUD,1,17,DSL,Month-to-month,Mailed check,34,593,0,1-2 Years,Low
6625-FLENO,1,58,No,Two year,Mailed check,21,1186,0,4-6 Years,Low
2967-MXRAV,1,1,No,One year,Mailed check,19,19,0,0-1 Year,Low
7963-GQRMY,2,3,DSL,Month-to-month,Mailed check,44,135,1,0-1 Year,Low
8189-HBVRW,2,53,Fiber optic,Month-to-month,Electronic check,91,4921,0,4-6 Years,Medium
4163-KIUHY,1,35,No,Month-to-month,Electronic check,26,901,0,2-4 Years,Low
1228-FZFRV,1,50,Fiber optic,Month-to-month,Credit card (automatic),106,5342,1,4-6 Years,High
3500-NSDOA,1,68,DSL,Two year,Credit card (automatic),71,4860,0,4-6 Years,Medium
1171-TYKUR,1,47,No,Month-to-month,Electronic check,25,1139,0,2-4 Years,Low
3761-FLYZI,2,65,Fiber optic,Month-to-month,Bank transfer (automatic),109,7082,0,4-6 Years,High
2058-DCJBE,1,5,Fiber optic,Month-to-month,Electronic check,70,325,1,0-1 Year,Medium
5364-XYIRR,1,51,Fiber optic,Month-to-month,Electronic check,95,4813,1,4-6 Years,Medium
4829-AUOAX,2,46,Fiber optic,Month-to-month,Bank transfer (automatic),96,4400,1,2-4 Years,Medium
1219-NNDDO,2,9,Fiber optic,Month-to-month,Electronic check,77,664,0,0-1 Year,Medium
8388-DMKAE,2,8,No,Two year,Mailed check,20,175,0,0-1 Year,Low
4403-BWPAY,1,14,No,One year,Credit card (automatic),25,322,0,1-2 Years,Low
9659-QEQSY,2,45,Fiber optic,Month-to-month,Electronic check,116,5126,0,2-4 Years,High
5405-ZMYXQ,2,8,Fiber optic,Month-to-month,Credit card (automatic),75,549,0,0-1 Year,Medium
5047-LHVLY,1,1,DSL,Month-to-month,Mailed check,50,50,1,0-1 Year,Low
1442-OKRJE,1,66,Fiber optic,One year,Bank transfer (automatic),103,7031,0,4-6 Years,High
4737-AQCPU,1,72,DSL,Two year,Credit card (automatic),72,5017,0,4-6 Years,Medium
9158-VCTQB,2,41,Fiber optic,Month-to-month,Bank transfer (automatic),114,4595,1,2-4 Years,High
2808-CHTDM,2,23,No,Two year,Mailed check,25,611,0,1-2 Years,Low
6311-UEUME,2,29,Fiber optic,Month-to-month,Electronic check,79,2384,1,2-4 Years,Medium
0793-TWELN,2,4,Fiber optic,Month-to-month,Electronic check,80,320,0,0-1 Year,Medium
3283-WCWXT,1,6,No,Two year,Mailed check,25,153,0,0-1 Year,Low
1060-ENTOF,2,67,Fiber optic,One year,Credit card (automatic),105,7036,0,4-6 Years,High
0999-QXNSA,1,7,DSL,Month-to-month,Mailed check,46,344,0,0-1 Year,Low
5451-MHQOF,1,56,No,One year,Mailed check,24,1432,0,4-6 Years,Low
4836-WNFNO,2,72,No,Two year,Credit card (automatic),25,1849,0,4-6 Years,Low
9225-BZLNZ,1,72,DSL,Two year,Electronic check,85,6083,0,4-6 Years,Medium
0354-VXMJC,1,23,No,Two year,Credit card (automatic),20,427,0,1-2 Years,Low
4422-QVIJA,2,35,DSL,Month-to-month,Mailed check,50,1655,0,2-4 Years,Low
9365-SRSZE,1,27,Fiber optic,Month-to-month,Electronic check,71,1944,0,2-4 Years,Medium
6839-ITVZJ,2,26,DSL,Month-to-month,Electronic check,60,1616,1,2-4 Years,Medium
8332-OSJDW,1,12,No,One year,Mailed check,26,315,0,0-1 Year,Low
4735-BJKOU,2,40,No,Two year,Mailed check,20,805,0,2-4 Years,Low
0274-JKUJR,1,7,DSL,Month-to-month,Mailed check,59,466,0,0-1 Year,Medium
5740-YHGTW,1,70,Fiber optic,Month-to-month,Credit card (automatic),98,6669,0,4-6 Years,Medium
8917-SZTTJ,1,60,No,Two year,Credit card (automatic),20,1162,0,4-6 Years,Low
1696-MZVAU,1,39,DSL,One year,Credit card (automatic),25,948,0,2-4 Years,Low
7359-WWYJV,1,72,Fiber optic,Two year,Credit card (automatic),114,8375,0,4-6 Years,High
0375-HVGXO,2,1,DSL,Month-to-month,Electronic check,35,35,1,0-1 Year,Low
4906-ZHGPK,1,54,DSL,One year,Electronic check,71,3770,0,4-6 Years,Medium
8593-WHYHV,1,3,Fiber optic,Month-to-month,Electronic check,85,265,1,0-1 Year,Medium
3795-GWTRD,2,63,DSL,Two year,Credit card (automatic),76,4708,0,4-6 Years,Medium
1298-PHBTI,1,71,Fiber optic,Two year,Electronic check,85,6152,0,4-6 Years,Medium
6223-DHJGV,2,42,No,One year,Mailed check,21,958,0,2-4 Years,Low
6961-MJKBO,1,47,No,Two year,Bank transfer (automatic),20,943,0,2-4 Years,Low
6097-EQISJ,2,66,Fiber optic,One year,Credit card (automatic),102,6615,1,4-6 Years,High
4423-YLHDV,2,21,Fiber optic,Month-to-month,Bank transfer (automatic),104,2200,1,1-2 Years,High
8158-WPEZG,1,11,DSL,Month-to-month,Electronic check,36,425,0,0-1 Year,Low
0107-YHINA,1,1,Fiber optic,Month-to-month,Electronic check,100,100,1,0-1 Year,Medium
4918-FYJNT,2,55,Fiber optic,Month-to-month,Electronic check,90,5045,0,4-6 Years,Medium
0727-BNRLG,1,69,Fiber optic,Two year,Credit card (automatic),98,6744,0,4-6 Years,Medium
4854-CIDCF,2,3,Fiber optic,Month-to-month,Electronic check,74,196,0,0-1 Year,Medium
8640-SDGKB,1,4,DSL,Month-to-month,Electronic check,74,300,1,0-1 Year,Medium
3280-MRDOF,1,30,DSL,Two year,Credit card (automatic),69,2094,0,2-4 Years,Medium
6435-SRWBJ,2,5,Fiber optic,Month-to-month,Electronic check,83,418,0,0-1 Year,Medium
9964-WBQDJ,2,71,No,Two year,Credit card (automatic),24,1725,0,4-6 Years,Low
6303-KFWSL,2,29,DSL,One year,Electronic check,55,1620,0,2-4 Years,Medium
1702-CCFNJ,1,52,DSL,Month-to-month,Bank transfer (automatic),61,3170,0,4-6 Years,Medium
8932-CZHRQ,1,68,DSL,One year,Credit card (automatic),77,5233,0,4-6 Years,Medium
0386-CWRGM,2,46,No,Two year,Mailed check,19,968,0,2-4 Years,Low
5515-RUGKN,1,8,DSL,Month-to-month,Credit card (automatic),55,438,0,0-1 Year,Medium
0404-AHASP,1,72,No,Two year,Credit card (automatic),20,1422,0,4-6 Years,Low
7279-NMVJC,2,17,No,One year,Bank transfer (automatic),20,323,0,1-2 Years,Low
2081-VEYEH,1,3,Fiber optic,Month-to-month,Electronic check,108,319,0,0-1 Year,High
6407-UTSLV,2,2,Fiber optic,Month-to-month,Bank transfer (automatic),84,164,0,0-1 Year,Medium
4116-TZAQJ,2,9,Fiber optic,Month-to-month,Credit card (automatic),74,640,1,0-1 Year,Medium
9060-HJJRW,2,51,DSL,One year,Credit card (automatic),56,2929,0,4-6 Years,Medium
2587-YNLES,2,6,No,Two year,Mailed check,20,100,0,0-1 Year,Low
7398-SKNQZ,2,3,Fiber optic,Month-to-month,Electronic check,95,273,0,0-1 Year,Medium
5935-FCCNB,2,17,Fiber optic,Month-to-month,Electronic check,94,1608,0,1-2 Years,Medium
1958-RNRKS,1,30,DSL,Month-to-month,Electronic check,50,1442,0,2-4 Years,Low
5136-RGMZO,1,31,DSL,Month-to-month,Electronic check,71,2168,0,2-4 Years,Medium
8345-MVDYC,2,45,DSL,Two year,Bank transfer (automatic),82,3619,0,2-4 Years,Medium
8226-BXGES,1,64,Fiber optic,One year,Bank transfer (automatic),89,5693,0,4-6 Years,Medium
3877-JRJIP,1,1,DSL,Month-to-month,Electronic check,60,60,1,0-1 Year,Medium
8375-DKEBR,2,1,Fiber optic,Month-to-month,Electronic check,70,70,1,0-1 Year,Medium
9705-IOVQQ,1,61,Fiber optic,One year,Electronic check,99,5969,0,4-6 Years,Medium
1015-OWJKI,1,1,No,Month-to-month,Mailed check,19,19,0,0-1 Year,Low
7511-YMXVQ,1,9,DSL,Month-to-month,Electronic check,45,419,1,0-1 Year,Low
2040-XBAVJ,1,72,Fiber optic,Two year,Bank transfer (automatic),114,8101,0,4-6 Years,High
7551-JOHTI,2,1,No,Month-to-month,Mailed check,20,20,1,0-1 Year,Low
8887-IPQNC,2,7,DSL,Month-to-month,Mailed check,44,313,0,0-1 Year,Low
8646-JCOMS,2,66,Fiber optic,One year,Bank transfer (automatic),91,6131,0,4-6 Years,Medium
9804-ICWBG,1,1,Fiber optic,Month-to-month,Electronic check,70,70,1,0-1 Year,Medium
1222-KJNZD,1,40,No,Month-to-month,Bank transfer (automatic),20,745,0,2-4 Years,Low
0106-GHRQR,1,16,DSL,Month-to-month,Bank transfer (automatic),71,1212,0,1-2 Years,Medium
5318-IXUZF,2,2,Fiber optic,Month-to-month,Bank transfer (automatic),87,184,1,0-1 Year,Medium
3768-VHXQO,1,67,No,Two year,Credit card (automatic),25,1584,0,4-6 Years,Low
8952-WCVCD,2,41,Fiber optic,One year,Bank transfer (automatic),104,4162,0,2-4 Years,High
2418-TPEUN,2,56,No,Two year,Credit card (automatic),20,1120,0,4-6 Years,Low
3963-RYFNS,2,72,Fiber optic,Two year,Bank transfer (automatic),116,8014,0,4-6 Years,High
3198-VELRD,2,3,Fiber optic,Month-to-month,Bank transfer (automatic),85,265,1,0-1 Year,Medium
8540-ZQGEA,2,54,No,Two year,Credit card (automatic),20,1102,0,4-6 Years,Low
1320-REHCS,1,52,Fiber optic,Month-to-month,Electronic check,111,5832,0,4-6 Years,High
4137-JOPHL,2,50,Fiber optic,Two year,Bank transfer (automatic),90,4305,0,4-6 Years,Medium
9436-ZBZCT,1,14,Fiber optic,Month-to-month,Electronic check,90,1178,1,1-2 Years,Medium
7801-CEDNV,1,27,DSL,One year,Credit card (automatic),49,1422,0,2-4 Years,Low
2057-BOYKM,2,72,Fiber optic,Two year,Bank transfer (automatic),97,6828,0,4-6 Years,Medium
3658-QQJYD,1,62,DSL,One year,Credit card (automatic),74,4698,0,4-6 Years,Medium
1803-BGNBD,2,12,DSL,Month-to-month,Electronic check,54,655,0,0-1 Year,Medium
0134-XWXCE,2,44,DSL,One year,Bank transfer (automatic),75,3268,0,2-4 Years,Medium
6950-TWMYB,1,54,Fiber optic,Two year,Bank transfer (automatic),80,4362,0,4-6 Years,Medium
5848-FHRFC,2,68,No,Two year,Bank transfer (automatic),20,1387,0,4-6 Years,Low
2243-FNMMI,1,20,No,Month-to-month,Mailed check,19,415,0,1-2 Years,Low
2511-MORQY,1,50,DSL,One year,Bank transfer (automatic),55,2614,0,4-6 Years,Medium
5356-KZCKT,1,58,No,Two year,Credit card (automatic),24,1514,0,4-6 Years,Low
9470-XCCEM,1,35,Fiber optic,Month-to-month,Bank transfer (automatic),90,3162,0,2-4 Years,Medium
6519-CFDBX,2,2,DSL,Month-to-month,Electronic check,45,81,0,0-1 Year,Low
3902-MIVLE,1,63,DSL,Two year,Mailed check,76,4677,0,4-6 Years,Medium
0409-WTMPL,2,58,Fiber optic,One year,Credit card (automatic),111,6527,0,4-6 Years,High
8763-KIAFH,2,27,No,One year,Mailed check,21,583,0,2-4 Years,Low
3669-WHAFY,2,71,Fiber optic,Two year,Credit card (automatic),115,8078,0,4-6 Years,High
3055-VTCGS,2,63,DSL,One year,Credit card (automatic),59,3504,0,4-6 Years,Medium
3144-KMTWZ,1,71,Fiber optic,Month-to-month,Bank transfer (automatic),93,6669,0,4-6 Years,Medium
7279-BUYWN,2,41,Fiber optic,Month-to-month,Electronic check,113,4690,1,2-4 Years,High
7156-MHUGY,1,13,Fiber optic,Month-to-month,Electronic check,91,1201,1,1-2 Years,Medium
7198-GLXTC,1,2,Fiber optic,Month-to-month,Electronic check,79,144,1,0-1 Year,Medium
2007-QVGAW,2,68,No,Two year,Bank transfer (automatic),19,1293,0,4-6 Years,Low
5207-PLSTK,1,1,DSL,Month-to-month,Mailed check,49,49,0,0-1 Year,Low
2307-FYNNL,1,65,Fiber optic,Two year,Electronic check,109,7108,0,4-6 Years,High
5605-XNWEN,1,72,No,Two year,Bank transfer (automatic),25,1803,0,4-6 Years,Low
2155-AMQRX,2,28,DSL,Month-to-month,Credit card (automatic),55,1505,0,2-4 Years,Medium
6181-AXXYF,1,72,No,Two year,Credit card (automatic),25,1859,0,4-6 Years,Low
5091-HFAZW,2,2,Fiber optic,Month-to-month,Electronic check,91,169,0,0-1 Year,Medium
0516-VRYBW,2,18,No,One year,Bank transfer (automatic),20,391,1,1-2 Years,Low
2519-LBNQL,1,60,Fiber optic,One year,Electronic check,104,6339,0,4-6 Years,High
8623-ULFNQ,2,26,DSL,Month-to-month,Electronic check,66,1652,0,2-4 Years,Medium
8380-PEFPE,1,1,Fiber optic,Month-to-month,Electronic check,72,72,1,0-1 Year,Medium
5687-DKDTV,2,4,No,Month-to-month,Mailed check,20,78,1,0-1 Year,Low
1568-LJSZU,1,68,DSL,Two year,Credit card (automatic),92,6393,0,4-6 Years,Medium
7530-HDYDS,2,38,Fiber optic,Month-to-month,Credit card (automatic),84,3265,1,2-4 Years,Medium
7789-HKSBS,2,42,Fiber optic,One year,Bank transfer (automatic),105,4599,0,2-4 Years,High
7416-CKTEP,2,57,No,Two year,Bank transfer (automatic),20,1134,0,4-6 Years,Low
2586-CWXVV,1,54,DSL,Month-to-month,Electronic check,30,1621,0,4-6 Years,Low
3096-IZETN,2,12,Fiber optic,Month-to-month,Bank transfer (automatic),78,947,1,0-1 Year,Medium
2348-KCJLT,2,44,DSL,One year,Mailed check,62,2722,0,2-4 Years,Medium
8401-EMUWF,1,42,DSL,Month-to-month,Bank transfer (automatic),69,3058,0,2-4 Years,Medium
4193-IBKSW,1,72,No,Two year,Bank transfer (automatic),25,1770,0,4-6 Years,Low
5377-NDTOU,2,71,DSL,Two year,Mailed check,91,6294,0,4-6 Years,Medium
5922-ABDVO,2,19,Fiber optic,Month-to-month,Mailed check,90,1761,1,1-2 Years,Medium
2474-LCNUE,2,23,DSL,Month-to-month,Credit card (automatic),74,1643,0,1-2 Years,Medium
0839-QNXME,2,30,No,Two year,Credit card (automatic),19,579,0,2-4 Years,Low
3506-OVLKD,1,35,No,One year,Bank transfer (automatic),26,955,0,2-4 Years,Low
9172-ANCRX,2,10,Fiber optic,Month-to-month,Electronic check,99,973,1,0-1 Year,Medium
6650-VJONK,1,1,DSL,Month-to-month,Bank transfer (automatic),44,44,0,0-1 Year,Low
2178-PMGCJ,1,22,Fiber optic,Month-to-month,Mailed check,70,1490,0,1-2 Years,Medium
7492-TAFJD,1,7,DSL,Two year,Mailed check,39,280,0,0-1 Year,Low
2773-MADBQ,2,36,DSL,Two year,Mailed check,53,1901,0,2-4 Years,Medium
6016-LVTJQ,2,34,No,Month-to-month,Mailed check,21,716,0,2-4 Years,Low
7860-KSUGX,1,72,DSL,Two year,Credit card (automatic),64,4720,0,4-6 Years,Medium
8966-KZXXA,1,36,No,Two year,Credit card (automatic),25,931,0,2-4 Years,Low
6910-HADCM,2,1,Fiber optic,Month-to-month,Electronic check,76,76,1,0-1 Year,Medium
4816-LXZYW,2,23,Fiber optic,Month-to-month,Electronic check,79,1677,1,1-2 Years,Medium
9606-PBKBQ,1,32,Fiber optic,Month-to-month,Electronic check,85,2642,1,2-4 Years,Medium
5149-QYTTU,2,71,Fiber optic,One year,Credit card (automatic),95,6771,0,4-6 Years,Medium
2070-XYMFH,2,23,Fiber optic,Month-to-month,Mailed check,79,1835,0,1-2 Years,Medium
2085-BOJKI,1,17,Fiber optic,One year,Bank transfer (automatic),97,1588,0,1-2 Years,Medium
0817-HSUSE,1,1,DSL,Month-to-month,Electronic check,76,76,0,0-1 Year,Medium
5442-PPTJY,1,12,No,Two year,Mailed check,20,258,0,0-1 Year,Low
1927-QEWMY,2,72,No,Two year,Credit card (automatic),21,1502,0,4-6 Years,Low
1663-MHLHE,1,1,No,Month-to-month,Mailed check,19,19,0,0-1 Year,Low
5663-QBGIS,1,72,Fiber optic,Two year,Bank transfer (automatic),98,6929,0,4-6 Years,Medium
4450-MDZFX,1,60,Fiber optic,Month-to-month,Bank transfer (automatic),74,4453,0,4-6 Years,Medium
6701-DHKWQ,2,61,DSL,Two year,Credit card (automatic),51,3244,0,4-6 Years,Medium
7554-AKDQF,2,6,DSL,Month-to-month,Mailed check,46,323,0,0-1 Year,Low
3536-IQCTX,1,32,Fiber optic,Month-to-month,Electronic check,85,2661,1,2-4 Years,Medium
4911-BANWH,2,31,Fiber optic,Month-to-month,Credit card (automatic),87,2697,1,2-4 Years,Medium
8496-EJAUI,1,19,Fiber optic,Month-to-month,Credit card (automatic),74,1425,1,1-2 Years,Medium
0794-YVSGE,1,72,No,Two year,Bank transfer (automatic),20,1401,0,4-6 Years,Low
5423-BHIXO,2,32,DSL,Month-to-month,Electronic check,54,1740,0,2-4 Years,Medium
6908-VVYHM,1,65,Fiber optic,Month-to-month,Electronic check,91,5931,0,4-6 Years,Medium
2959-EEXWB,2,45,DSL,Month-to-month,Bank transfer (automatic),51,2334,0,2-4 Years,Medium
1839-UMACK,1,42,No,One year,Electronic check,25,950,0,2-4 Years,Low
3030-YDNRM,1,8,Fiber optic,Month-to-month,Electronic check,75,572,0,0-1 Year,Medium
7321-KKSDU,1,32,No,Two year,Mailed check,21,697,0,2-4 Years,Low
3402-XRIUO,2,22,DSL,Month-to-month,Mailed check,64,1382,0,1-2 Years,Medium
3132-TVFDZ,1,57,DSL,Month-to-month,Electronic check,45,2573,1,4-6 Years,Low
8286-AFUYI,1,1,DSL,Month-to-month,Electronic check,48,48,0,0-1 Year,Low
8080-DDEMJ,1,1,DSL,Month-to-month,Electronic check,45,45,1,0-1 Year,Low
8356-WUAOJ,2,1,DSL,Month-to-month,Electronic check,45,45,0,0-1 Year,Low
6365-MTGZX,1,24,Fiber optic,Month-to-month,Electronic check,96,2122,1,1-2 Years,Medium
1349-WXNGG,1,1,No,Month-to-month,Bank transfer (automatic),20,20,1,0-1 Year,Low
8058-DMYRU,1,54,Fiber optic,Month-to-month,Electronic check,90,4932,0,4-6 Years,Medium
9350-ZXYJC,2,4,No,Two year,Credit card (automatic),25,117,0,0-1 Year,Low
6990-YNRIO,1,65,Fiber optic,Two year,Bank transfer (automatic),109,6938,1,4-6 Years,High
8958-JPTRR,2,56,No,One year,Electronic check,24,1262,0,4-6 Years,Low
6959-GQEGV,1,45,DSL,Month-to-month,Electronic check,76,3274,0,2-4 Years,Medium
3173-WSSUE,2,71,No,Two year,Credit card (automatic),20,1416,0,4-6 Years,Low
1265-HVPZB,1,59,DSL,One year,Credit card (automatic),66,3958,0,4-6 Years,Medium
4115-UMJFQ,1,69,DSL,One year,Bank transfer (automatic),36,2492,0,4-6 Years,Low
